benchmark_id,dataset_id,method_id,seed,uno_c,harrell_c,ibs,td_auc_25,td_auc_50,td_auc_75,fit_time_sec,infer_time_sec,peak_memory_mb
standard_v1,support,coxnet,11,0.5733599066734314,0.5702518820762634,0.21071157455444336,0.5419456124305725,0.5633738517761231,0.6011296272277832,0.2840621944012431,0.04966803333469822,559.3802083333334
